37,12,5,4,16,14,6,32,25,28,21,34,26,7,10,29,30
38,12,5,8,1,13,6,22,31,24,36,33,26,9,10,27,30
39,12,11,4,1,14,6,22,25,24,36,33,26,7,10,27,30
40,12,11,8,16,13,6,32,31,28,21,34,26,9,10,29,30
41,2,5,4,16,13,6,22,25,24,21,34,37,7,10,29,30
42,2,5,8,1,14,6,32,31,28,36,33,37,9,10,27,30
43,2,11,4,1,13,6,32,31,28,21,34,37,9,10,27,30
44,2,11,8,16,14,6,22,25,24,36,33,37,7,10,29,30
45,12,5,4,1,14,6,22,31,28,36,34,37,9,10,29,30
46,12,5,8,16,13,6,32,25,24,21,33,37,7,10,27,30
47,12,11,4,16,14,6,32,31,24,36,34,37,9,10,29,30
48,12,11,8,1,13,6,22,25,28,21,33,37,7,10,27,30
49,2,5,4,1,14,17,22,31,24,36,34,23,7,10,29,30
50,2,5,8,16,13,17,32,25,28,21,33,23,9,10,27,30
51,2,11,4,16,14,17,32,31,28,21,33,23,7,10,27,30
52,2,11,8,1,13,17,22,25,24,36,34,23,9,10,29,30
53,12,5,4,16,13,17,22,31,28,36,34,23,9,10,27,30
54,12,5,8,1,14,17,32,25,24,21,33,23,7,10,29,30
55,12,11,4,1,13,17,32,31,24,21,33,23,9,10,29,30
56,12,11,8,16,14,17,22,25,28,36,34,23,7,10,27,30
57,2,5,4,16,14,17,32,25,24,36,34,26,9,10,27,30
58,2,5,8,1,13,17,22,31,28,21,33,26,7,10,29,30
59,2,11,4,1,14,17,22,25,28,21,34,26,9,10,27,30
60,2,11,8,16,13,17,32,31,24,36,33,26,7,10,29,30
61,12,5,4,1,13,17,32,25,28,36,33,26,9,10,29,30
62,12,5,8,16,14,17,22,31,24,21,34,26,7,10,27,30
63,12,11,4,16,13,17,22,25,24,21,33,26,7,10,29,30
64,12,11,8,1,14,17,32,31,28,36,34,26,9,10,27,30
65,2,5,4,1,13,17,22,25,28,36,33,37,7,10,27,30
66,2,5,8,16,14,17,32,31,24,21,34,37,9,10,29,30
67,2,11,4,16,13,17,32,25,24,36,34,37,7,10,27,30
68,2,11,8,1,14,17,22,31,28,21,33,37,9,10,29,30
69,12,5,4,16,14,17,22,25,24,21,33,37,9,10,27,30
70,12,5,8,1,13,17,32,31,28,36,34,37,7,10,29,30
71,12,11,4,1,14,17,32,25,28,36,33,37,7,10,29,30
72,12,11,8,16,13,17,22,31,24,21,34,37,9,10,27,30
73,2,5,4,1,13,17,32,31,28,36,33,23,9,10,27,30
74,12,5,4,1,13,3,22,25,24,21,34,26,9,10,27,30
75,2,5,4,1,13,3,22,31,28,21,34,37,9,10,27,30
76,12,5,4,1,13,6,32,25,24,36,33,37,9,10,29,30
77,12,11,4,1,13,3,22,31,28,36,34,23,9,10,27,30
78,2,11,4,1,13,6,32,25,24,21,33,23,7,10,29,30
79,12,11,4,1,13,6,32,25,28,36,33,26,7,10,27,30
80,2,11,4,1,13,17,32,31,24,21,34,26,7,10,27,30
81,12,11,4,1,13,17,22,31,28,21,34,37,7,10,29,30
82,2,5,8,16,13,3,22,25,24,36,34,23,7,10,29,30
83,12,5,8,16,13,6,32,31,28,36,33,23,9,10,29,30
84,2,5,8,16,13,6,22,25,28,36,34,26,9,10,29,30
85,12,5,8,16,13,17,32,25,28,21,34,26,7,10,29,30
86,2,5,8,16,13,17,22,31,24,36,33,37,9,10,27,30
87,12,11,8,16,13,17,32,25,24,36,33,23,9,10,27,30
88,2,11,8,16,13,3,32,31,28,21,34,26,7,10,27,30
89,12,11,8,16,13,3,22,31,24,36,34,37,7,10,29,30
90,2,11,8,16,13,6,32,31,28,36,33,37,7,10,29,30
91,2,5,4,1,14,3,32,25,28,21,34,23,7,10,27,30
92,12,5,4,1,14,6,22,25,24,21,34,23,7,10,27,30
93,2,5,4,1,14,6,22,31,24,21,33,26,7,10,29,30
94,12,5,4,1,14,17,22,31,28,36,33,26,7,10,27,30
95,2,5,4,1,14,17,32,25,28,21,34,37,9,10,29,30
96,12,11,4,1,14,17,22,25,24,21,34,23,9,10,29,30
97,2,11,4,1,14,3,22,31,24,36,33,26,7,10,29,30
98,12,11,4,1,14,3,32,25,28,36,33,37,9,10,27,30
99,2,11,4,1,14,6,22,25,28,36,34,37,7,10,27,30
100,2,5,8,16,14,17,22,25,28,21,34,23,9,10,29,30
101,12,5,8,16,14,3,32,31,28,36,33,26,7,10,29,30
102,2,5,8,16,14,3,32,31,24,36,33,37,7,10,27,30
103,12,5,8,16,14,6,22,31,28,21,34,37,7,10,27,30
104,12,11,8,16,14,3,32,25,24,21,33,23,7,10,29,30
105,2,11,8,16,14,6,22,31,28,21,34,23,9,10,27,30
106,12,11,8,16,14,6,22,31,24,21,34,26,9,10,29,30
107,2,11,8,16,14,17,22,25,28,36,33,26,9,10,29,30
108,12,11,8,16,14,17,32,25,24,36,33,37,9,10,29,30
109,12,5,8,1,14,6,22,25,28,21,33,26,9,10,27,30
110,12,11,4,16,14,6,22,25,24,36,34,26,9,10,27,30
111,12,5,8,1,13,6,32,31,24,21,34,26,7,10,27,30
112,2,5,4,16,13,6,32,31,24,36,33,26,9,10,29,30
113,2,5,4,1,14,6,32,31,28,21,33,26,7,10,27,30
114,12,11,8,1,13,17,22,31,28,21,33,23,7,10,27,30
115,2,5,4,16,13,17,22,25,24,21,33,23,7,10,29,30
116,2,5,8,1,14,17,32,31,24,36,34,23,9,10,27,30
117,12,11,4,16,13,17,32,25,28,36,34,23,9,10,29,30
118,12,5,4,1,13,6,22,31,24,21,33,37,9,10,27,30
119,2,11,4,16,13,3,22,25,24,21,33,37,9,10,27,30
120,2,5,4,16,14,3,22,25,28,21,33,37,7,10,29,30
121,12,11,8,1,14,3,22,31,24,21,34,37,7,10,29,30
122,2,5,8,1,13,3,32,25,28,36,34,37,7,10,29,30
123,12,11,4,1,13,3,32,25,24,21,34,37,7,10,27,30
124,12,5,8,16,14,6,32,25,28,36,34,37,9,10,27,30
125,2,11,8,16,14,3,32,31,24,36,34,37,9,10,29,30
126,12,5,8,16,13,3,22,31,28,21,33,26,9,10,29,30
127,12,5,4,1,14,3,32,25,24,36,34,26,9,10,29,30
128,12,5,4,16,14,17,32,31,24,36,34,23,7,10,27,30
129,2,11,8,16,13,6,32,25,28,21,33,26,7,10,27,30
130,12,11,4,1,13,6,22,31,24,36,34,26,7,10,29,30
131,2,5,8,1,13,6,22,25,24,36,33,23,9,10,27,30
132,12,11,8,1,13,17,22,25,24,21,34,37,7,10,27,30
133,12,11,8,16,14,6,32,25,28,21,34,23,9,10,29,30
134,2,5,4,1,13,6,22,31,24,36,34,23,9,10,29,30
135,12,11,4,16,14,3,32,31,28,21,33,23,9,10,29,30
136,12,11,4,16,14,6,32,31,28,36,33,23,7,10,27,30
137,12,11,4,16,14,17,32,31,28,21,33,37,7,10,27,30
138,12,11,8,1,13,3,22,25,28,21,33,23,9,10,29,30
139,2,5,8,1,13,17,22,25,24,36,33,26,9,10,27,30
140,2,11,4,16,13,3,32,25,24,36,33,26,9,10,27,30
141,12,11,8,1,13,3,32,31,24,21,33,26,7,10,29,30
142,12,11,4,16,13,17,22,31,28,36,34,26,9,10,29,30
143,2,11,8,16,13,17,22,31,28,36,34,23,7,10,29,30
144,12,11,8,1,14,17,32,25,24,21,33,26,9,10,29,30
145,2,11,8,1,14,6,32,25,24,21,34,37,9,10,29,30
146,2,5,4,16,13,3,22,31,28,21,33,23,9,10,27,30
147,2,11,8,1,13,6,22,31,24,36,34,37,9,10,27,30
148,2,5,4,16,14,17,32,31,28,21,33,26,9,10,29,30
149,2,5,8,1,14,17,32,25,28,21,33,37,7,10,27,30
150,2,5,4,1,13,17,32,31,24,21,33,37,7,10,29,30
151,12,5,8,1,14,3,22,31,28,36,33,37,7,10,27,30
152,2,11,4,1,14,17,22,31,24,36,34,37,9,10,29,30
153,12,5,8,1,13,17,22,25,24,36,34,23,7,10,29,30
154,12,11,4,16,13,3,22,31,24,36,34,23,7,10,29,30
155,12,5,4,1,14,17,32,25,28,21,34,23,7,10,27,30
156,2,11,4,16,14,3,22,25,28,21,33,26,7,10,27,30
157,2,5,8,16,13,17,22,25,28,36,34,37,9,10,29,30
158,12,5,4,16,13,6,22,25,28,36,33,37,9,10,29,30
159,12,5,8,16,13,3,32,25,24,21,34,37,9,10,29,30
160,2,5,8,1,14,3,32,31,24,21,33,23,7,10,29,30
161,2,5,4,1,14,6,32,31,24,21,33,37,7,10,27,30
162,12,11,8,1,14,6,32,25,24,36,33,23,9,10,27,30
163,12,11,4,16,13,6,22,31,28,36,34,23,7,10,29,30
164,2,11,4,16,13,3,22,31,28,21,34,37,9,10,29,30
165,2,5,4,16,14,6,32,31,28,21,34,23,7,10,27,30
166,2,11,4,1,14,6,32,31,28,21,34,26,7,10,27,30
167,2,11,4,1,14,3,32,25,28,36,34,23,7,10,27,30
168,2,11,8,16,14,3,22,25,24,21,34,23,9,10,27,30
169,2,11,4,1,14,6,22,25,28,36,34,23,9,10,29,30
170,12,5,8,1,13,3,32,25,28,36,33,23,7,10,27,30
171,2,5,4,1,13,17,32,31,28,21,34,23,7,10,29,30
172,12,5,8,16,14,17,22,31,24,36,34,37,7,10,27,30
173,12,11,4,16,14,6,22,31,24,21,33,37,7,10,29,30
174,12,5,4,16,13,3,32,31,24,36,33,37,9,10,27,30
175,12,5,4,1,13,17,32,25,24,36,34,26,7,10,27,30
176,12,5,8,16,14,17,22,31,24,21,33,23,9,10,27,30
177,2,5,8,1,14,3,22,31,24,36,34,26,9,10,27,30
178,2,11,4,16,14,17,22,31,24,36,33,23,7,10,29,30
179,12,5,4,16,13,17,22,25,28,21,34,26,9,10,27,30
180,12,11,4,1,13,17,32,31,28,36,33,37,9,10,27,30
181,2,5,4,1,13,3,22,25,24,21,33,26,7,10,29,30
182,12,11,4,16,13,3,22,25,24,36,34,26,9,10,29,30
183,2,11,4,1,14,6,32,31,28,21,33,23,9,10,27,30
184,12,5,8,1,13,6,32,25,24,36,34,37,7,10,29,30
185,12,11,8,16,14,6,32,31,28,21,33,26,9,10,27,30
186,2,11,8,1,14,17,32,31,24,21,34,26,9,10,29,30
187,2,11,8,16,13,17,32,31,28,21,34,37,7,10,27,30
188,12,5,8,16,14,3,32,25,28,36,34,23,9,10,27,30
189,2,5,4,1,14,3,22,25,28,36,33,37,9,10,29,30
190,12,5,4,1,13,3,32,31,28,36,34,26,7,10,27,30
191,2,5,8,16,14,6,22,25,28,36,33,23,7,10,29,30
192,2,11,8,16,14,17,32,25,28,21,33,26,7,10,29,30
193,2,11,4,16,14,6,22,31,24,21,33,37,9,10,27,30
194,2,5,4,16,13,6,22,31,24,36,33,26,7,10,27,30
195,2,11,8,1,14,6,22,25,28,36,33,26,9,10,29,30
196,12,11,8,1,14,3,32,25,24,36,33,26,9,10,27,30
197,12,5,8,1,14,17,22,31,24,21,34,26,9,10,29,30
198,2,11,4,16,14,17,32,31,24,21,33,26,7,10,27,30
199,12,5,4,1,13,6,32,25,28,21,33,37,9,10,29,30
200,12,5,8,16,14,17,32,31,28,21,33,23,9,10,29,30
201,12,11,4,16,14,17,32,25,28,21,33,37,7,10,29,30
202,12,11,8,1,13,3,32,31,28,21,34,37,7,10,27,30
203,12,11,4,1,13,6,22,31,28,21,33,26,9,10,29,30
204,2,11,8,1,13,17,22,31,24,21,34,23,9,10,27,30
205,2,11,8,1,14,3,22,31,24,21,34,26,7,10,29,30
