Pic\Features,s-ASM,s-CON,s-COR,s-VAR,s-IDM,s-SAV,s-SEN,s-SVA,s-ENT,s-DEN,s-DVA,s-DIS,s-CLS,s-CLP,s-MIP,s-MAP,s-MEA,s-IMIN,s-IMAX,s-IMEA,p-ASM,p-CON,p-COR,p-VAR,p-IDM,p-SAV,p-SEN,p-SVA,p-ENT,p-DEN,p-DVA,p-DIS,p-CLS,p-CLP,p-MIP,p-MAP,p-MEA,P-IMIN,P-IMAX,P-IMEA
2015040118495300114-.bmp,0.005079787,18.6709181,0.987584729,751.9335833,0.363155932,45.19688315,4.665030681,4631.894479,6.435269438,2.112905274,9.94E-05,2.743264215,351073.024,7.35E+07,0,0.022284168,22.59844158,0,0,0,0.004481906,144.2395573,0.84358575,461.0818951,0.14293124,45.24152647,4.653159296,3347.503573,6.664532598,3.161576416,5.49E-05,9.160051513,141214.0265,3.06E+07,0,0.046615806,22.62076324,0,0,0
2015040118495300115-.bmp,0.00303744,13.10699661,0.9850297,437.7666688,0.33182533,39.7441771,4.565755696,2975.481011,6.391995417,2.048090087,9.76E-05,2.601395409,288141.8659,7.99E+07,0,0.007531299,19.87208855,0,0,0,0.008123124,143.6323487,0.848759177,474.8464934,0.16071138,38.18884324,4.38883447,2898.194218,6.221753029,3.097090856,5.78E-05,9.057466093,237345.7793,5.68E+07,0,0.069512911,19.09442162,0,0,0
2015040118495300117-.bmp,0.004477164,8.481651017,0.98957401,406.7551977,0.401570289,41.24457486,4.54687481,2965.260329,6.12203279,1.841901259,1.09E-04,2.03836072,226290.0121,5.82E+07,0,0.013699791,20.62228743,0,0,0,0.001568013,192.2589202,0.838068244,593.6418053,0.110583223,62.851741,4.943506262,5535.671952,7.157400035,3.300911051,5.06E-05,10.77654538,169384.5046,3.98E+07,0,0.020321466,31.4258705,0,0,0
2015040118495300118-.bmp,0.002542826,17.28145214,0.989907648,856.1657565,0.314610732,56.82877217,4.940037792,6099.822329,6.853180863,2.17139738,9.30E-05,2.940176708,358720.7763,7.48E+07,0,0.010071075,28.41438609,0,0,0,0.001671508,72.00929186,0.9642011,1005.747278,0.163628953,61.6200313,5.077121884,7148.080427,7.63653492,2.896487856,6.17E-05,6.452556077,432190.8186,9.97E+07,0,0.0219777,30.81001565,0,0,0
2015040118495300121-.bmp,0.007598617,7.601545383,0.992647005,516.9012915,0.455259967,35.51217397,4.44594075,3025.114467,5.845106777,1.746937243,1.16E-04,1.79460746,347393.1718,9.61E+07,0,0.028922144,17.75608698,0,0,0,0.002558907,353.9963908,0.666530889,530.7783822,0.090590545,58.92141041,4.449882276,4736.264515,6.494587796,3.217376193,5.34E-05,14.77765715,119551.6812,2.45E+07,0,0.018606547,29.4607052,0,0,0
2015040118495300122-.bmp,0.003144799,22.1881325,0.990154069,1126.766622,0.283463812,54.71330203,4.833178775,6972.905051,6.849852806,2.286042127,8.77E-05,3.345318206,619364.0716,1.55E+08,0,0.012350026,27.35665102,0,0,0,0.010591177,287.1612578,0.801896829,724.7770366,0.147984351,52.31136215,4.276720084,4919.273727,6.112623477,2.994489631,6.07E-05,12.71095136,215946.9036,4.32E+07,0,0.081403234,26.15568108,0,0,0
2015040118495300123-.bmp,0.023517133,4.044356416,0.993601007,316.0150882,0.589953174,21.67836137,3.869094989,1577.185965,4.833862771,1.417213924,1.36E-04,1.163970396,242634.5057,6.74E+07,0,0.092230699,10.83918069,0,0,0,0.006362184,24.70082812,0.95657237,284.3906986,0.257992493,23.72797992,4.016103891,1501.420023,5.985821824,2.383779322,8.05E-05,3.721165884,175771.0989,4.43E+07,0,0.037118545,11.86398996,0,0,0
2015040118495300124-.bmp,0.001254558,37.33363002,0.97882073,881.3719546,0.213321676,64.2596994,5.117668841,6985.933967,7.442569534,2.568454953,7.41E-05,4.56518975,304798.7085,6.70E+07,0,0.008092071,32.1298497,0,0,0,0.001450996,261.4354917,0.887283379,1159.702488,0.098995584,81.62346114,5.139365824,10227.1913,7.343561447,3.362574206,4.98E-05,12.52125717,324818.7564,7.40E+07,0,0.019121674,40.81173057,0,0,0
2015040118495300125-.bmp,0.002320908,29.25879956,0.977104678,638.9689418,0.25629862,46.27542058,4.77790477,4248.660786,6.925817597,2.416229196,8.20E-05,3.842015519,311455.0627,7.17E+07,0,0.01067097,23.13771029,0,0,0,0.007006935,266.9282342,0.890955041,1223.936611,0.138837099,66.43245957,4.748365578,8433.74566,6.657395237,3.179550216,5.61E-05,12.26506912,496833.7081,1.14E+08,0,0.066634064,33.21622979,0,0,0
2015040118495300127-.bmp,0.006219466,11.78962898,0.988821922,527.3549136,0.403916715,35.88681208,4.484115991,3083.759347,6.07174765,1.93868124,1.07E-04,2.238174883,300669.3516,7.40E+07,0,0.022606938,17.94340604,0,0,0,0.01836671,734.26607,0.603496251,925.9257606,0.158256284,55.81824139,3.80743947,5674.560489,5.361520345,2.920698175,6.46E-05,20.23044144,309563.2985,6.92E+07,0,0.108701748,27.9091207,0,0,0
