1,2,5,4,1,7,13,22,25,24,21,27,33,3,6,23,26
2,2,11,8,16,7,14,32,31,28,36,27,34,3,17,23,37
3,12,5,8,1,7,14,22,31,24,36,27,33,3,17,23,26
4,12,11,4,16,7,13,32,25,28,21,27,34,3,6,23,37
5,2,5,8,16,7,13,22,31,28,21,29,33,3,17,23,37
6,2,11,4,1,7,14,32,25,24,36,29,34,3,6,23,26
7,12,5,4,16,7,14,22,25,28,36,29,34,3,17,23,26
8,12,11,8,1,7,13,32,31,24,21,29,33,3,6,23,37
9,2,5,4,16,7,14,32,31,24,21,30,33,3,6,23,37
10,2,11,8,1,7,13,22,25,28,36,30,34,3,17,23,26
11,12,5,8,16,7,13,32,25,24,36,30,33,3,17,23,37
12,12,11,4,1,7,14,22,31,28,21,30,34,3,6,23,26
13,2,5,8,1,9,14,32,25,28,21,27,34,3,6,23,37
14,2,11,4,16,9,13,22,31,24,36,27,33,3,17,23,26
15,12,5,4,1,9,13,32,31,28,36,27,33,3,6,23,26
16,12,11,8,16,9,14,22,25,24,21,27,34,3,17,23,37
17,2,5,4,1,9,13,22,25,28,21,29,34,3,17,23,37
18,2,11,8,16,9,14,32,31,24,36,29,33,3,6,23,26
19,12,5,8,1,9,14,22,31,24,21,29,34,3,6,23,26
20,12,11,4,16,9,13,32,25,28,36,29,33,3,17,23,37
21,2,5,8,16,9,13,22,31,28,36,30,34,3,6,23,37
22,2,11,4,1,9,14,32,25,24,21,30,33,3,17,23,26
23,12,5,4,16,9,14,22,25,24,36,30,34,3,6,23,37
24,12,11,8,1,9,13,32,31,28,21,30,33,3,17,23,26
25,2,5,4,16,10,14,22,25,28,36,27,33,3,6,23,37
26,2,11,8,1,10,13,32,31,24,21,27,34,3,17,23,26
27,12,5,8,16,10,13,22,31,28,21,27,34,3,6,23,26
28,12,11,4,1,10,14,32,25,24,36,27,33,3,17,23,37
29,2,5,8,1,10,14,32,25,28,36,29,33,3,17,23,26
30,2,11,4,16,10,13,22,31,24,21,29,34,3,6,23,37
31,12,5,4,1,10,13,22,25,24,36,29,34,3,17,23,26
32,12,11,8,16,10,14,32,31,28,21,29,33,3,6,23,37
33,2,5,4,1,10,13,32,31,28,36,30,34,3,17,23,37
34,2,11,8,16,10,14,22,25,24,21,30,33,3,6,23,26
35,12,5,8,1,10,14,22,31,24,36,30,33,3,6,23,37
36,12,11,4,16,10,13,32,25,28,21,30,34,3,17,23,26
37,2,5,8,1,10,13,22,25,24,36,27,34,3,6,23,37
38,12,5,4,1,7,14,32,31,28,21,29,33,3,17,23,26
39,12,5,4,1,7,13,22,25,24,21,30,34,3,17,23,37
40,2,5,4,1,9,13,32,25,24,36,30,34,3,6,23,26
41,12,11,4,1,7,13,22,31,24,36,27,34,3,6,23,37
42,2,11,8,1,9,14,22,31,28,36,27,33,3,6,23,37
43,12,11,8,1,9,13,22,25,28,36,29,34,3,6,23,26
44,12,11,8,1,10,13,22,25,28,21,29,33,3,17,23,37
45,2,11,8,1,10,13,32,31,24,36,30,33,3,6,23,26
