1,2,5,4,1,7,13,22,25,24,21,27,33,3,6,23,26
2,2,5,8,16,7,14,32,31,28,36,27,34,3,17,23,37
3,2,11,4,16,7,13,32,25,28,21,27,34,3,6,23,37
4,2,11,8,1,7,14,22,31,24,36,27,33,3,17,23,26
5,12,5,4,16,7,14,22,25,28,36,27,33,3,6,23,37
6,12,5,8,1,7,13,32,31,24,21,27,34,3,17,23,26
7,12,11,4,1,7,14,32,25,24,36,27,34,3,17,23,37
8,12,11,8,16,7,13,22,31,28,21,27,33,3,6,23,26
9,2,5,4,16,7,13,22,31,24,36,29,34,3,6,23,37
10,2,5,8,1,7,14,32,25,28,21,29,33,3,17,23,26
11,2,11,4,1,7,13,32,31,28,36,29,33,3,17,23,37
12,2,11,8,16,7,14,22,25,24,21,29,34,3,6,23,26
13,12,5,4,1,7,14,22,31,28,21,29,34,3,17,23,37
14,12,5,8,16,7,13,32,25,24,36,29,33,3,6,23,26
15,12,11,4,16,7,14,32,31,24,21,29,33,3,17,23,26
16,12,11,8,1,7,13,22,25,28,36,29,34,3,6,23,37
17,2,5,4,1,7,14,32,31,24,21,30,34,3,6,23,26
18,2,5,8,16,7,13,22,25,28,36,30,33,3,17,23,37
19,2,11,4,16,7,14,22,31,28,36,30,34,3,6,23,26
20,2,11,8,1,7,13,32,25,24,21,30,33,3,17,23,37
21,12,5,4,16,7,13,32,31,28,21,30,33,3,6,23,37
22,12,5,8,1,7,14,22,25,24,36,30,34,3,17,23,26
23,12,11,4,1,7,13,22,31,24,36,30,33,3,6,23,37
24,12,11,8,16,7,14,32,25,28,21,30,34,3,17,23,26
25,2,5,4,16,9,14,32,25,24,36,27,33,3,17,23,26
26,2,5,8,1,9,13,22,31,28,21,27,34,3,6,23,37
27,2,11,4,1,9,14,22,25,28,21,27,33,3,17,23,37
28,2,11,8,16,9,13,32,31,24,36,27,34,3,6,23,26
29,12,5,4,1,9,13,32,25,28,36,27,34,3,6,23,26
30,12,5,8,16,9,14,22,31,24,21,27,33,3,17,23,37
31,12,11,4,16,9,13,22,25,24,21,27,34,3,17,23,26
32,12,11,8,1,9,14,32,31,28,36,27,33,3,6,23,37
33,2,5,4,1,9,13,32,25,24,21,29,34,3,17,23,37
34,2,5,8,16,9,14,22,31,28,36,29,33,3,6,23,26
35,2,11,4,16,9,13,22,31,28,21,29,33,3,17,23,26
36,2,11,8,1,9,14,32,25,24,36,29,34,3,6,23,37
37,12,5,4,16,9,14,32,25,28,21,29,34,3,6,23,37
38,12,5,8,1,9,13,22,31,24,36,29,33,3,17,23,26
39,12,11,4,1,9,14,22,25,24,36,29,33,3,6,23,26
40,12,11,8,16,9,13,32,31,28,21,29,34,3,17,23,37
41,2,5,4,16,9,13,22,25,24,21,30,34,3,6,23,37
42,2,5,8,1,9,14,32,31,28,36,30,33,3,17,23,26
43,2,11,4,1,9,13,32,31,28,21,30,34,3,17,23,26
44,2,11,8,16,9,14,22,25,24,36,30,33,3,6,23,37
45,12,5,4,1,9,14,22,31,28,36,30,34,3,17,23,37
46,12,5,8,16,9,13,32,25,24,21,30,33,3,6,23,26
47,12,11,4,16,9,14,32,31,24,36,30,34,3,17,23,37
48,12,11,8,1,9,13,22,25,28,21,30,33,3,6,23,26
49,2,5,4,1,10,14,22,31,24,36,27,34,3,6,23,37
50,2,5,8,16,10,13,32,25,28,21,27,33,3,17,23,26
51,2,11,4,16,10,14,32,31,28,21,27,33,3,6,23,26
52,2,11,8,1,10,13,22,25,24,36,27,34,3,17,23,37
53,12,5,4,16,10,13,22,31,28,36,27,34,3,17,23,26
54,12,5,8,1,10,14,32,25,24,21,27,33,3,6,23,37
55,12,11,4,1,10,13,32,31,24,21,27,33,3,17,23,37
56,12,11,8,16,10,14,22,25,28,36,27,34,3,6,23,26
57,2,5,4,16,10,14,32,25,24,36,29,34,3,17,23,26
58,2,5,8,1,10,13,22,31,28,21,29,33,3,6,23,37
59,2,11,4,1,10,14,22,25,28,21,29,34,3,17,23,26
60,2,11,8,16,10,13,32,31,24,36,29,33,3,6,23,37
61,12,5,4,1,10,13,32,25,28,36,29,33,3,17,23,37
62,12,5,8,16,10,14,22,31,24,21,29,34,3,6,23,26
63,12,11,4,16,10,13,22,25,24,21,29,33,3,6,23,37
64,12,11,8,1,10,14,32,31,28,36,29,34,3,17,23,26
65,2,5,4,1,10,13,22,25,28,36,30,33,3,6,23,26
66,2,5,8,16,10,14,32,31,24,21,30,34,3,17,23,37
67,2,11,4,16,10,13,32,25,24,36,30,34,3,6,23,26
68,2,11,8,1,10,14,22,31,28,21,30,33,3,17,23,37
69,12,5,4,16,10,14,22,25,24,21,30,33,3,17,23,26
70,12,5,8,1,10,13,32,31,28,36,30,34,3,6,23,37
71,12,11,4,1,10,14,32,25,28,36,30,33,3,6,23,37
72,12,11,8,16,10,13,22,31,24,21,30,34,3,17,23,26
73,2,5,4,1,10,13,32,31,28,36,27,33,3,17,23,26
74,12,5,4,1,7,13,22,25,24,21,29,34,3,17,23,26
75,2,5,4,1,7,13,22,31,28,21,30,34,3,17,23,26
76,12,5,4,1,9,13,32,25,24,36,30,33,3,17,23,37
77,12,11,4,1,7,13,22,31,28,36,27,34,3,17,23,26
78,2,11,4,1,9,13,32,25,24,21,27,33,3,6,23,37
79,12,11,4,1,9,13,32,25,28,36,29,33,3,6,23,26
80,2,11,4,1,10,13,32,31,24,21,29,34,3,6,23,26
81,12,11,4,1,10,13,22,31,28,21,30,34,3,6,23,37
82,2,5,8,16,7,13,22,25,24,36,27,34,3,6,23,37
83,12,5,8,16,9,13,32,31,28,36,27,33,3,17,23,37
84,2,5,8,16,9,13,22,25,28,36,29,34,3,17,23,37
85,12,5,8,16,10,13,32,25,28,21,29,34,3,6,23,37
86,2,5,8,16,10,13,22,31,24,36,30,33,3,17,23,26
87,12,11,8,16,10,13,32,25,24,36,27,33,3,17,23,26
88,2,11,8,16,7,13,32,31,28,21,29,34,3,6,23,26
89,12,11,8,16,7,13,22,31,24,36,30,34,3,6,23,37
90,2,11,8,16,9,13,32,31,28,36,30,33,3,6,23,37
91,2,5,4,1,7,14,32,25,28,21,27,34,3,6,23,26
92,12,5,4,1,9,14,22,25,24,21,27,34,3,6,23,26
93,2,5,4,1,9,14,22,31,24,21,29,33,3,6,23,37
94,12,5,4,1,10,14,22,31,28,36,29,33,3,6,23,26
95,2,5,4,1,10,14,32,25,28,21,30,34,3,17,23,37
96,12,11,4,1,10,14,22,25,24,21,27,34,3,17,23,37
97,2,11,4,1,7,14,22,31,24,36,29,33,3,6,23,37
98,12,11,4,1,7,14,32,25,28,36,30,33,3,17,23,26
99,2,11,4,1,9,14,22,25,28,36,30,34,3,6,23,26
100,2,5,8,16,10,14,22,25,28,21,27,34,3,17,23,37
101,12,5,8,16,7,14,32,31,28,36,29,33,3,6,23,37
102,2,5,8,16,7,14,32,31,24,36,30,33,3,6,23,26
103,12,5,8,16,9,14,22,31,28,21,30,34,3,6,23,26
104,12,11,8,16,7,14,32,25,24,21,27,33,3,6,23,37
105,2,11,8,16,9,14,22,31,28,21,27,34,3,17,23,26
106,12,11,8,16,9,14,22,31,24,21,29,34,3,17,23,37
107,2,11,8,16,10,14,22,25,28,36,29,33,3,17,23,37
108,12,11,8,16,10,14,32,25,24,36,30,33,3,17,23,37
109,12,5,8,1,9,14,22,25,28,21,29,33,3,17,23,26
110,12,11,4,16,9,14,22,25,24,36,29,34,3,17,23,26
111,12,5,8,1,9,13,32,31,24,21,29,34,3,6,23,26
112,2,5,4,16,9,13,32,31,24,36,29,33,3,17,23,37
113,2,5,4,1,9,14,32,31,28,21,29,33,3,6,23,26
114,12,11,8,1,10,13,22,31,28,21,27,33,3,6,23,26
115,2,5,4,16,10,13,22,25,24,21,27,33,3,6,23,37
116,2,5,8,1,10,14,32,31,24,36,27,34,3,17,23,26
117,12,11,4,16,10,13,32,25,28,36,27,34,3,17,23,37
118,12,5,4,1,9,13,22,31,24,21,30,33,3,17,23,26
119,2,11,4,16,7,13,22,25,24,21,30,33,3,17,23,26
120,2,5,4,16,7,14,22,25,28,21,30,33,3,6,23,37
121,12,11,8,1,7,14,22,31,24,21,30,34,3,6,23,37
122,2,5,8,1,7,13,32,25,28,36,30,34,3,6,23,37
123,12,11,4,1,7,13,32,25,24,21,30,34,3,6,23,26
124,12,5,8,16,9,14,32,25,28,36,30,34,3,17,23,26
125,2,11,8,16,7,14,32,31,24,36,30,34,3,17,23,37
126,12,5,8,16,7,13,22,31,28,21,29,33,3,17,23,37
127,12,5,4,1,7,14,32,25,24,36,29,34,3,17,23,37
128,12,5,4,16,10,14,32,31,24,36,27,34,3,6,23,26
129,2,11,8,16,9,13,32,25,28,21,29,33,3,6,23,26
130,12,11,4,1,9,13,22,31,24,36,29,34,3,6,23,37
131,2,5,8,1,9,13,22,25,24,36,27,33,3,17,23,26
132,12,11,8,1,10,13,22,25,24,21,30,34,3,6,23,26
133,12,11,8,16,9,14,32,25,28,21,27,34,3,17,23,37
134,2,5,4,1,9,13,22,31,24,36,27,34,3,17,23,37
135,12,11,4,16,7,14,32,31,28,21,27,33,3,17,23,37
136,12,11,4,16,9,14,32,31,28,36,27,33,3,6,23,26
137,12,11,4,16,10,14,32,31,28,21,30,33,3,6,23,26
138,12,11,8,1,7,13,22,25,28,21,27,33,3,17,23,37
139,2,5,8,1,10,13,22,25,24,36,29,33,3,17,23,26
140,2,11,4,16,7,13,32,25,24,36,29,33,3,17,23,26
141,12,11,8,1,7,13,32,31,24,21,29,33,3,6,23,37
142,12,11,4,16,10,13,22,31,28,36,29,34,3,17,23,37
143,2,11,8,16,10,13,22,31,28,36,27,34,3,6,23,37
144,12,11,8,1,10,14,32,25,24,21,29,33,3,17,23,37
145,2,11,8,1,9,14,32,25,24,21,30,34,3,17,23,37
146,2,5,4,16,7,13,22,31,28,21,27,33,3,17,23,26
147,2,11,8,1,9,13,22,31,24,36,30,34,3,17,23,26
148,2,5,4,16,10,14,32,31,28,21,29,33,3,17,23,37
